Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%,day,week,month,year
2018-02-01,94.26,94.79,96.07,93.58,47.23,-0.79,1,5,2,2018
2018-02-02,91.78,93.64,93.97,91.5,47.87,-2.63,2,5,2,2018
2018-02-05,88.0,90.56,93.24,88.0,51.03,-4.12,5,6,2,2018
2018-02-06,91.33,86.89,91.47,85.25,68.0,3.78,6,6,2,2018
2018-02-07,89.61,90.49,91.77,89.2,41.11,-1.88,7,6,2,2018
2018-02-08,85.01,89.71,89.88,84.76,55.63,-5.13,8,6,2,2018
2018-02-09,88.18,86.3,88.93,83.83,63.5,3.73,9,6,2,2018
2018-02-12,89.13,88.73,89.78,87.93,35.72,1.08,12,7,2,2018
2018-02-13,89.83,88.93,90.0,87.8,26.41,0.79,13,7,2,2018
2018-02-14,90.81,88.51,90.99,88.41,34.96,1.09,14,7,2,2018
2018-02-15,92.66,91.21,92.72,90.62,27.82,2.04,15,7,2,2018
2018-02-16,92.0,92.45,93.5,91.8,30.6,-0.71,16,7,2,2018
2018-02-20,92.72,91.47,93.06,91.01,30.91,0.78,20,8,2,2018
2018-02-21,91.49,92.98,93.36,91.49,26.92,-1.33,21,8,2,2018
2018-02-22,91.73,92.05,92.73,91.36,24.39,0.26,22,8,2,2018
2018-02-23,94.06,92.75,94.07,92.36,26.33,2.54,23,8,2,2018
2018-02-26,95.42,94.4,95.45,94.25,30.2,1.45,26,9,2,2018
2018-02-27,94.2,95.74,95.84,94.2,25.87,-1.28,27,9,2,2018
2018-02-28,93.77,94.84,95.7,93.63,31.17,-0.46,28,9,2,2018
2018-03-01,92.85,93.99,94.57,91.84,37.14,-0.98,1,9,3,2018
2018-03-02,93.05,91.58,93.15,90.86,32.83,0.22,2,9,3,2018
2018-03-05,93.64,92.34,94.27,92.26,23.9,0.63,5,10,3,2018
2018-03-06,93.32,94.34,94.49,92.94,22.18,-0.34,6,10,3,2018
2018-03-07,93.86,93.16,93.94,92.43,26.72,0.58,7,10,3,2018
2018-03-08,94.43,94.27,95.1,93.77,25.89,0.61,8,10,3,2018
2018-03-09,96.54,95.29,96.54,95.0,36.94,2.23,9,10,3,2018
2018-03-12,96.77,96.5,97.21,96.04,26.07,0.24,12,11,3,2018
2018-03-13,94.41,97.0,97.24,93.97,35.39,-2.44,13,11,3,2018
2018-03-14,93.85,95.12,95.41,93.5,32.13,-0.59,14,11,3,2018
2018-03-15,94.18,93.53,94.58,92.83,27.61,0.35,15,11,3,2018
2018-03-16,94.6,94.68,95.38,93.92,49.08,0.45,16,11,3,2018
2018-03-19,92.89,93.74,93.9,92.11,33.34,-1.81,19,12,3,2018
2018-03-20,93.13,93.05,93.77,93.0,23.08,0.26,20,12,3,2018
2018-03-21,92.48,92.93,94.05,92.21,24.46,-0.7,21,12,3,2018
2018-03-22,89.79,91.27,91.75,89.66,38.6,-2.91,22,12,3,2018
2018-03-23,87.18,89.5,90.46,87.08,44.07,-2.91,23,12,3,2018
2018-03-26,93.78,90.61,94.0,90.4,56.4,7.57,26,13,3,2018
2018-03-27,89.47,94.94,95.14,88.51,56.57,-4.6,27,13,3,2018
2018-03-28,89.39,89.82,91.23,88.87,52.5,-0.09,28,13,3,2018
2018-03-29,91.27,90.18,92.29,88.4,45.87,2.1,29,13,3,2018
2018-04-02,88.52,90.47,90.88,87.51,48.52,-3.01,2,14,4,2018
2018-04-03,89.71,89.58,90.05,87.89,37.21,1.34,3,14,4,2018
2018-04-04,92.33,87.85,92.76,87.73,35.56,2.92,4,14,4,2018
2018-04-05,92.38,92.44,93.06,91.4,29.77,0.05,5,14,4,2018
2018-04-06,90.23,91.49,92.46,89.48,38.03,-2.33,6,14,4,2018
2018-04-09,90.77,91.04,93.17,90.62,31.53,0.6,9,15,4,2018
2018-04-10,92.88,92.39,93.28,91.64,26.94,2.32,10,15,4,2018
2018-04-11,91.86,92.01,93.29,91.48,24.87,-1.1,11,15,4,2018
2018-04-12,93.58,92.43,94.16,92.43,26.76,1.87,12,15,4,2018
2018-04-13,93.08,94.05,94.18,92.44,23.35,-0.53,13,15,4,2018
2018-04-16,94.17,94.07,94.66,93.42,20.29,1.17,16,16,4,2018
2018-04-17,96.07,95.0,96.54,94.88,26.77,2.02,17,16,4,2018
2018-04-18,96.44,96.22,96.72,95.52,21.04,0.39,18,16,4,2018
2018-04-19,96.11,96.44,97.07,95.34,23.55,-0.34,19,16,4,2018
2018-04-20,95.0,95.91,96.11,94.05,31.15,-1.15,20,16,4,2018
2018-04-23,95.35,95.74,96.29,94.63,22.33,0.37,23,17,4,2018
2018-04-24,93.12,96.24,96.47,92.41,34.52,-2.34,24,17,4,2018
2018-04-25,92.31,93.3,93.3,90.28,33.73,-0.87,25,17,4,2018
2018-04-26,94.26,93.55,95.15,93.1,42.53,2.11,26,17,4,2018
2018-04-27,95.82,97.6,97.9,93.91,48.27,1.65,27,17,4,2018
2018-04-30,93.52,96.33,96.4,93.15,41.52,-2.4,30,18,4,2018
2018-05-01,95.0,93.21,95.29,92.79,31.41,1.58,1,18,5,2018
2018-05-02,93.51,94.99,95.17,93.19,27.47,-1.57,2,18,5,2018
2018-05-03,94.07,92.96,94.92,92.45,31.14,0.6,3,18,5,2018
2018-05-04,95.16,93.32,95.37,92.92,22.53,1.16,4,18,5,2018
2018-05-07,96.22,95.17,96.71,95.1,24.24,1.11,7,19,5,2018
2018-05-08,95.81,95.85,96.16,95.06,23.48,-0.43,8,19,5,2018
2018-05-09,96.94,96.01,96.97,95.05,27.33,1.18,9,19,5,2018
2018-05-10,97.91,97.46,97.95,97.05,22.39,1.0,10,19,5,2018
2018-05-11,97.7,97.8,97.87,97.04,16.78,-0.21,11,19,5,2018
2018-05-14,98.03,97.92,98.69,97.31,19.45,0.34,14,20,5,2018
2018-05-15,97.32,97.24,97.85,96.34,24.59,-0.72,15,20,5,2018
2018-05-16,97.15,97.36,97.4,96.61,17.38,-0.17,16,20,5,2018
2018-05-17,96.18,96.76,97.54,95.83,17.25,-1.0,17,20,5,2018
2018-05-18,96.36,96.01,96.93,96.01,17.87,0.19,18,20,5,2018
2018-05-21,97.6,97.0,98.01,96.8,19.42,1.29,21,21,5,2018
2018-05-22,97.5,97.68,98.17,97.2,15.44,-0.1,22,21,5,2018
2018-05-23,98.66,96.71,98.73,96.32,21.25,1.19,23,21,5,2018
2018-05-24,98.31,98.72,98.94,96.81,26.65,-0.35,24,21,5,2018
2018-05-25,98.36,98.3,98.98,97.86,18.36,0.05,25,21,5,2018
2018-05-29,98.01,97.84,98.88,97.23,28.67,-0.36,29,22,5,2018
2018-05-30,98.95,98.31,99.25,97.91,22.16,0.96,30,22,5,2018
2018-05-31,98.84,99.29,99.99,98.61,34.14,-0.11,31,22,5,2018
2018-06-01,100.79,99.28,100.86,99.17,28.66,1.97,1,22,6,2018
2018-06-04,101.67,101.26,101.86,100.85,27.28,0.87,4,23,6,2018
2018-06-05,102.19,102.0,102.33,101.53,23.51,0.51,5,23,6,2018
2018-06-06,102.49,102.48,102.6,101.9,21.12,0.29,6,23,6,2018
2018-06-07,100.88,102.65,102.69,100.38,28.23,-1.57,7,23,6,2018
2018-06-08,101.63,101.09,101.95,100.54,22.17,0.74,8,23,6,2018
2018-06-11,101.05,101.37,101.59,100.67,23.49,-0.57,11,24,6,2018
2018-06-12,101.31,101.1,101.45,100.75,18.33,0.26,12,24,6,2018
2018-06-13,100.85,101.72,102.01,100.56,29.49,-0.45,13,24,6,2018
2018-06-14,101.42,101.65,102.03,101.0,25.69,0.57,14,24,6,2018
2018-06-15,100.13,101.51,101.53,100.07,65.74,-1.27,15,24,6,2018
2018-06-18,100.86,100.01,101.11,99.42,23.59,0.73,18,25,6,2018
2018-06-19,100.86,99.65,101.0,99.5,28.65,0.0,19,25,6,2018
2018-06-20,101.87,101.37,102.52,101.12,26.18,1.0,20,25,6,2018
2018-06-21,101.14,102.08,102.46,100.88,23.2,-0.72,21,25,6,2018
2018-06-22,100.41,100.41,100.77,99.62,38.92,-0.72,22,25,6,2018
2018-06-25,98.39,100.0,100.11,97.3,35.43,-2.01,25,26,6,2018
2018-06-26,99.08,98.82,100.08,98.75,26.9,0.7,26,26,6,2018
2018-06-27,97.54,99.58,100.02,97.4,31.3,-1.55,27,26,6,2018
2018-06-28,98.63,97.38,99.11,97.26,26.65,1.12,28,26,6,2018
2018-06-29,98.61,98.93,99.91,98.33,28.05,-0.02,29,26,6,2018
2018-07-02,100.01,98.1,100.06,98.0,19.56,1.42,2,27,7,2018
2018-07-03,99.05,100.48,100.63,98.94,14.67,-0.96,3,27,7,2018
2018-07-05,99.76,99.5,99.92,99.03,18.98,0.72,5,27,7,2018
2018-07-06,101.16,99.89,101.43,99.67,19.23,1.4,6,27,7,2018
2018-07-09,101.85,101.65,102.25,101.25,18.21,0.68,9,28,7,2018
2018-07-10,102.12,102.0,102.51,101.86,19.29,0.27,10,28,7,2018
2018-07-11,101.98,101.15,102.34,101.1,19.64,-0.14,11,28,7,2018
2018-07-12,104.19,102.77,104.41,102.73,24.34,2.17,12,28,7,2018
2018-07-13,105.43,104.37,105.6,104.09,24.65,1.19,13,28,7,2018
2018-07-16,104.91,105.4,105.82,104.52,21.79,-0.49,16,29,7,2018
2018-07-17,105.95,104.61,106.5,104.32,25.9,0.99,17,29,7,2018
2018-07-18,105.12,105.94,106.05,104.72,29.49,-0.78,18,29,7,2018
2018-07-19,104.4,104.93,105.31,103.89,40.17,-0.68,19,29,7,2018
2018-07-20,106.27,108.08,108.2,106.08,56.04,1.79,20,29,7,2018
2018-07-23,107.97,106.3,108.14,106.13,29.71,1.6,23,30,7,2018
2018-07-24,107.66,108.57,108.82,107.26,26.32,-0.29,24,30,7,2018
2018-07-25,110.83,107.95,111.15,107.6,30.8,2.94,25,30,7,2018
2018-07-26,109.62,110.74,111.0,109.5,31.37,-1.09,26,30,7,2018
2018-07-27,107.68,110.18,110.18,106.14,37.01,-1.77,27,30,7,2018
2018-07-30,105.37,107.19,107.53,104.76,34.67,-2.15,30,31,7,2018
2018-07-31,106.08,106.49,106.72,105.38,27.66,0.67,31,31,7,2018
2018-08-01,106.28,106.03,106.45,105.42,23.63,0.19,1,31,8,2018
2018-08-02,107.57,105.4,108.09,104.84,26.1,1.21,2,31,8,2018
2018-08-03,108.04,107.8,108.05,106.82,18.66,0.44,3,31,8,2018
2018-08-06,108.13,108.12,108.42,107.56,20.27,0.08,6,32,8,2018
2018-08-07,108.88,108.56,109.1,108.17,16.08,0.69,7,32,8,2018
2018-08-08,109.49,109.33,109.75,108.76,15.49,0.56,8,32,8,2018
2018-08-09,109.67,109.71,110.16,109.6,13.68,0.16,9,32,8,2018
2018-08-10,109.0,109.42,109.69,108.38,18.18,-0.61,10,32,8,2018
2018-08-13,108.21,109.24,109.58,108.1,18.47,-0.72,13,33,8,2018
2018-08-14,109.56,108.56,109.75,108.04,16.79,1.25,14,33,8,2018
2018-08-15,107.66,108.49,108.98,106.82,29.98,-1.73,15,33,8,2018
2018-08-16,107.64,108.3,108.86,107.3,21.38,-0.02,16,33,8,2018
2018-08-17,107.58,107.36,107.9,106.69,18.06,-0.06,17,33,8,2018
2018-08-20,106.87,107.51,107.9,106.48,17.91,-0.66,20,34,8,2018
2018-08-21,105.98,106.92,107.35,105.85,22.88,-0.83,21,34,8,2018
2018-08-22,107.06,105.85,107.34,105.78,18.0,1.02,22,34,8,2018
2018-08-23,107.56,107.15,108.18,106.87,18.17,0.47,23,34,8,2018
2018-08-24,108.4,107.67,108.56,107.56,17.23,0.78,24,34,8,2018
2018-08-27,109.6,109.27,109.64,108.51,19.66,1.11,27,35,8,2018
2018-08-28,110.26,109.94,110.5,109.79,19.15,0.6,28,35,8,2018
2018-08-29,112.02,110.45,112.03,110.27,20.82,1.6,29,35,8,2018
2018-08-30,111.95,111.67,112.61,111.44,22.8,-0.06,30,35,8,2018
2018-08-31,112.33,111.69,112.78,111.52,23.22,0.34,31,35,8,2018
2018-09-04,111.71,110.85,111.95,110.22,22.63,-0.55,4,36,9,2018
2018-09-05,108.49,111.01,111.42,108.1,32.87,-2.88,5,36,9,2018
2018-09-06,108.74,108.25,108.99,107.51,23.48,0.23,6,36,9,2018
2018-09-07,108.21,108.23,108.72,107.23,22.5,-0.49,7,36,9,2018
2018-09-10,109.38,108.84,109.64,108.36,20.73,1.08,10,37,9,2018
2018-09-11,111.24,108.9,111.59,108.89,24.3,1.7,11,37,9,2018
2018-09-12,111.71,111.43,111.85,110.51,18.89,0.42,12,37,9,2018
2018-09-13,112.91,112.12,113.72,112.12,26.06,1.07,13,37,9,2018
2018-09-14,113.37,113.36,113.73,112.44,19.12,0.41,14,37,9,2018
2018-09-17,112.14,113.69,113.7,111.86,20.74,-1.08,17,38,9,2018
2018-09-18,113.21,112.19,113.69,111.72,22.17,0.95,18,38,9,2018
2018-09-19,111.7,113.05,113.32,111.03,21.73,-1.33,19,38,9,2018
2018-09-20,113.57,112.28,113.8,111.93,23.71,1.67,20,38,9,2018
2018-09-21,114.26,114.0,115.29,113.51,71.23,0.61,21,38,9,2018
2018-09-24,114.67,113.03,114.9,112.22,27.33,0.36,24,39,9,2018
2018-09-25,114.45,114.8,115.1,113.75,22.67,-0.19,25,39,9,2018
2018-09-26,113.98,114.47,115.06,113.74,19.35,-0.41,26,39,9,2018
2018-09-27,114.41,114.78,114.91,114.2,19.09,0.38,27,39,9,2018
2018-09-28,114.37,114.19,114.57,113.68,21.65,-0.03,28,39,9,2018
2018-10-01,115.61,114.75,115.68,114.73,18.88,1.08,1,40,10,2018
2018-10-02,115.15,115.3,115.84,114.44,20.79,-0.4,2,40,10,2018
2018-10-03,115.17,115.42,116.18,114.93,16.65,0.02,3,40,10,2018
2018-10-04,112.79,114.61,114.76,111.63,34.82,-2.07,4,40,10,2018
2018-10-05,112.13,112.63,113.17,110.64,29.07,-0.59,5,40,10,2018
2018-10-08,110.85,111.66,112.03,109.34,29.64,-1.14,8,41,10,2018
2018-10-09,112.26,111.14,113.08,110.8,26.2,1.27,9,41,10,2018
2018-10-10,106.16,111.24,111.5,105.79,61.38,-5.43,10,41,10,2018
2018-10-11,105.91,105.35,108.93,104.2,63.9,-0.24,11,41,10,2018
2018-10-12,109.57,109.01,111.24,107.12,47.74,3.46,12,41,10,2018
2018-10-15,107.6,108.91,109.48,106.95,32.07,-1.8,15,42,10,2018
2018-10-16,111.0,109.54,111.41,108.95,31.61,3.16,16,42,10,2018
2018-10-17,110.71,111.68,111.81,109.55,26.55,-0.26,17,42,10,2018
2018-10-18,108.5,110.1,110.53,107.83,32.51,-2.0,18,42,10,2018
2018-10-19,108.66,108.93,110.86,108.21,32.79,0.15,19,42,10,2018
2018-10-22,109.63,109.32,110.54,108.24,26.55,0.89,22,43,10,2018
2018-10-23,108.1,107.77,108.97,105.11,43.77,-1.4,23,43,10,2018
2018-10-24,102.32,108.41,108.49,101.59,63.9,-5.35,24,43,10,2018
2018-10-25,108.3,106.55,109.27,106.15,61.65,5.84,25,43,10,2018
2018-10-26,106.96,105.69,108.75,104.76,55.52,-1.24,26,43,10,2018
2018-10-29,103.85,108.11,108.7,101.63,55.16,-2.91,29,44,10,2018
2018-10-30,103.73,103.66,104.38,100.11,65.35,-0.12,30,44,10,2018
2018-10-31,106.81,105.44,108.14,105.39,51.06,2.97,31,44,10,2018
2018-11-01,105.92,107.05,107.32,105.53,33.38,-0.83,1,44,11,2018
2018-11-02,106.16,106.48,107.32,104.97,37.68,0.23,2,44,11,2018
2018-11-05,107.51,106.37,107.74,105.9,27.92,1.27,5,45,11,2018
2018-11-06,107.72,107.38,108.84,106.28,24.34,0.2,6,45,11,2018
2018-11-07,111.96,109.44,112.24,109.4,37.9,3.94,7,45,11,2018
2018-11-08,111.75,111.8,112.21,110.91,25.64,-0.19,8,45,11,2018
2018-11-09,109.57,110.85,111.45,108.76,32.04,-1.95,9,45,11,2018
2018-11-12,106.87,109.42,109.96,106.1,33.62,-2.46,12,46,11,2018
2018-11-13,106.94,107.55,108.74,106.64,35.37,0.07,13,46,11,2018
2018-11-14,104.97,108.1,108.26,104.47,39.5,-1.84,14,46,11,2018
2018-11-15,107.28,104.99,107.8,103.91,38.51,2.2,15,46,11,2018
2018-11-16,108.29,107.08,108.88,106.8,33.5,0.94,16,46,11,2018
2018-11-19,104.62,108.27,108.56,103.55,44.77,-3.39,19,47,11,2018
2018-11-20,101.71,101.8,102.97,99.35,64.05,-2.78,20,47,11,2018
2018-11-21,103.11,103.6,104.43,102.24,28.13,1.38,21,47,11,2018
2018-11-23,103.07,102.17,103.81,102.0,13.82,-0.04,23,47,11,2018
2018-11-26,106.47,104.79,106.63,104.58,32.34,3.3,26,48,11,2018
2018-11-27,107.14,106.27,107.33,105.36,29.12,0.63,27,48,11,2018
2018-11-28,111.12,107.89,111.33,107.86,46.79,3.71,28,48,11,2018
2018-11-29,110.19,110.33,111.11,109.03,28.12,-0.84,29,48,11,2018
2018-11-30,110.89,110.7,110.97,109.36,33.67,0.64,30,48,11,2018
2018-12-03,112.09,113.0,113.42,110.73,34.73,1.08,3,49,12,2018
2018-12-04,108.52,111.94,112.64,108.21,45.2,-3.18,4,49,12,2018
2018-12-06,109.19,105.82,109.24,105.0,49.11,0.62,6,49,12,2018
2018-12-07,104.82,108.38,109.45,104.3,45.04,-4.0,7,49,12,2018
2018-12-10,107.59,104.8,107.98,103.89,40.8,2.64,10,50,12,2018
2018-12-11,108.59,109.8,110.95,107.44,42.38,0.93,11,50,12,2018
2018-12-12,109.08,110.89,111.27,109.04,36.18,0.45,12,50,12,2018
2018-12-13,109.45,109.58,110.87,108.63,31.33,0.34,13,50,12,2018
2018-12-14,106.03,108.25,109.26,105.5,47.04,-3.12,14,50,12,2018
2018-12-17,102.89,105.41,105.8,101.71,56.96,-2.96,17,51,12,2018
2018-12-18,103.97,103.75,104.51,102.52,49.32,1.05,18,51,12,2018
2018-12-19,103.69,103.65,106.88,101.35,68.2,-0.27,19,51,12,2018
2018-12-20,101.51,103.05,104.31,98.78,70.33,-2.1,20,51,12,2018
2018-12-21,98.23,101.63,103.0,97.46,111.24,-3.23,21,51,12,2018
2018-12-24,94.13,97.68,97.97,93.98,43.94,-4.17,24,52,12,2018
2018-12-26,100.56,95.14,100.69,93.96,51.63,6.83,26,52,12,2018
2018-12-27,101.18,99.3,101.19,96.4,49.5,0.62,27,52,12,2018
2018-12-28,100.39,102.09,102.41,99.52,38.17,-0.78,28,52,12,2018
2018-12-31,101.57,101.29,102.4,100.44,33.17,1.18,31,1,12,2018
2019-01-02,101.12,99.55,101.75,98.94,35.33,-0.44,2,1,1,2019
2019-01-03,97.4,100.1,100.19,97.2,42.58,-3.68,3,1,1,2019
2019-01-04,101.93,99.72,102.51,98.93,44.06,4.65,4,1,1,2019
2019-01-07,102.06,101.64,103.27,100.98,35.66,0.13,7,2,1,2019
2019-01-08,102.8,103.04,103.97,101.71,31.51,0.73,8,2,1,2019
2019-01-09,104.27,103.86,104.88,103.24,32.28,1.43,9,2,1,2019
2019-01-10,103.6,103.22,103.75,102.38,30.07,-0.64,10,2,1,2019
2019-01-11,102.8,103.19,103.44,101.64,28.31,-0.77,11,2,1,2019
2019-01-14,102.05,101.9,102.87,101.26,28.44,-0.73,14,3,1,2019
2019-01-15,105.01,102.51,105.05,101.88,31.59,2.9,15,3,1,2019
2019-01-16,105.38,105.26,106.25,104.96,29.85,0.35,16,3,1,2019
2019-01-17,106.12,105.0,106.62,104.76,28.39,0.7,17,3,1,2019
2019-01-18,107.71,107.46,107.9,105.91,37.43,1.5,18,3,1,2019
2019-01-22,105.68,106.75,107.1,104.86,32.37,-1.88,22,4,1,2019
2019-01-23,106.71,106.12,107.04,105.34,25.87,0.97,23,4,1,2019
2019-01-24,106.2,106.86,107.0,105.34,23.16,-0.48,24,4,1,2019
2019-01-25,107.17,107.24,107.88,106.59,31.22,0.91,25,4,1,2019
2019-01-28,105.08,106.26,106.48,104.66,29.48,-1.95,28,5,1,2019
2019-01-29,102.94,104.88,104.97,102.17,31.49,-2.04,29,5,1,2019
2019-01-30,106.38,104.62,106.38,104.33,49.47,3.34,30,5,1,2019
2019-01-31,104.43,103.8,105.22,103.18,55.64,-1.83,31,5,1,2019
2019-02-01,102.78,103.78,104.1,102.35,35.54,-1.58,1,5,2,2019
2019-02-04,105.74,102.87,105.8,102.77,31.32,2.88,4,6,2,2019
2019-02-05,107.22,106.06,107.27,105.96,27.33,1.4,5,6,2,2019
2019-02-06,106.03,107.0,107.0,105.53,20.61,-1.11,6,6,2,2019
2019-02-07,105.27,105.19,105.59,104.29,29.76,-0.72,7,6,2,2019
2019-02-08,105.67,104.39,105.78,104.26,21.46,0.38,8,6,2,2019
2019-02-11,105.25,106.2,106.58,104.97,18.91,-0.4,11,7,2,2019
2019-02-12,106.89,106.14,107.14,105.48,25.06,1.56,12,7,2,2019
2019-02-13,106.81,107.5,107.78,106.71,18.39,-0.07,13,7,2,2019
2019-02-14,106.9,106.31,107.29,105.66,21.78,0.08,14,7,2,2019
2019-02-15,108.22,107.91,108.3,107.36,26.61,1.23,15,7,2,2019
2019-02-19,108.17,107.79,108.66,107.78,18.04,-0.05,19,8,2,2019
2019-02-20,107.15,107.86,107.94,106.29,21.61,-0.94,20,8,2,2019
2019-02-21,109.41,106.9,109.48,106.87,29.06,2.11,21,8,2,2019
2019-02-22,110.97,110.05,111.2,109.82,27.76,1.43,22,8,2,2019
2019-02-25,111.59,111.76,112.18,111.26,23.75,0.56,25,9,2,2019
2019-02-26,112.36,111.26,113.24,111.17,21.54,0.69,26,9,2,2019
2019-02-27,112.17,111.69,112.36,110.88,21.49,-0.17,27,9,2,2019
2019-02-28,112.03,112.04,112.88,111.73,29.08,-0.12,28,9,2,2019
2019-03-01,112.53,112.89,113.02,111.67,23.5,0.45,1,9,3,2019
2019-03-04,112.26,113.02,113.25,110.8,26.61,-0.24,4,10,3,2019
2019-03-05,111.7,112.25,112.39,111.23,19.54,-0.5,5,10,3,2019
2019-03-06,111.75,111.87,112.66,111.43,17.69,0.04,6,10,3,2019
2019-03-07,110.39,111.4,111.55,109.86,25.34,-1.22,7,10,3,2019
2019-03-08,110.51,109.16,110.71,108.8,22.82,0.11,8,10,3,2019
2019-03-11,112.83,110.99,112.95,110.98,26.49,2.1,11,11,3,2019
2019-03-12,113.62,112.82,113.99,112.65,26.13,0.7,12,11,3,2019
2019-03-13,114.5,114.13,115.0,113.78,35.51,0.77,13,11,3,2019
2019-03-14,114.59,114.54,115.2,114.33,30.76,0.08,14,11,3,2019
2019-03-15,115.91,115.34,117.25,114.59,54.63,1.15,15,11,3,2019
2019-03-18,117.57,116.17,117.61,116.05,31.21,1.43,18,12,3,2019
2019-03-19,117.65,118.09,118.44,116.99,37.59,0.07,19,12,3,2019
2019-03-20,117.52,117.39,118.75,116.71,28.11,-0.11,20,12,3,2019
2019-03-21,120.22,117.14,120.82,117.09,29.85,2.3,21,12,3,2019
2019-03-22,117.05,119.5,119.59,117.04,33.62,-2.64,22,12,3,2019
2019-03-25,117.66,116.56,118.01,116.32,27.07,0.52,25,13,3,2019
2019-03-26,117.91,118.62,118.7,116.85,26.1,0.21,26,13,3,2019
2019-03-27,116.77,117.88,118.21,115.52,22.73,-0.97,27,13,3,2019
2019-03-28,116.93,117.44,117.58,116.13,18.33,0.14,28,13,3,2019
2019-03-29,117.94,118.07,118.32,116.96,25.4,0.86,29,13,3,2019
2019-04-01,119.02,118.95,119.11,118.1,22.79,0.92,1,14,4,2019
2019-04-02,119.19,119.06,119.48,118.52,18.14,0.14,2,14,4,2019
2019-04-03,119.97,119.86,120.43,119.15,22.86,0.65,3,14,4,2019
2019-04-04,119.36,120.1,120.23,118.38,20.11,-0.51,4,14,4,2019
2019-04-05,119.89,119.39,120.23,119.37,15.83,0.44,5,14,4,2019
2019-04-08,119.93,119.81,120.02,118.64,15.12,0.03,8,15,4,2019
2019-04-09,119.28,118.63,119.54,118.58,17.61,-0.54,9,15,4,2019
2019-04-10,120.19,119.76,120.35,119.54,16.48,0.76,10,15,4,2019
2019-04-11,120.33,120.54,120.85,119.92,14.21,0.12,11,15,4,2019
2019-04-12,120.95,120.64,120.98,120.37,19.75,0.52,12,15,4,2019
2019-04-15,121.05,120.94,121.58,120.57,15.79,0.08,15,16,4,2019
2019-04-16,120.77,121.64,121.65,120.1,14.07,-0.23,16,16,4,2019
2019-04-17,121.77,121.24,121.85,120.54,19.3,0.83,17,16,4,2019
2019-04-18,123.37,122.19,123.52,121.3,27.99,1.31,18,16,4,2019
2019-04-22,123.76,122.62,124.0,122.57,15.65,0.32,22,17,4,2019
2019-04-23,125.44,124.1,125.58,123.83,24.03,1.36,23,17,4,2019
2019-04-24,125.01,125.79,125.85,124.52,31.26,-0.34,24,17,4,2019
2019-04-25,129.15,130.06,131.37,128.83,38.03,3.31,25,17,4,2019
2019-04-26,129.89,129.7,130.52,129.02,23.65,0.57,26,17,4,2019
2019-04-29,129.77,129.9,130.18,129.35,16.32,-0.09,29,18,4,2019
2019-04-30,130.6,129.81,130.7,129.39,24.17,0.64,30,18,4,2019
2019-05-01,127.88,130.53,130.65,127.7,26.82,-2.08,1,18,5,2019
2019-05-02,126.21,127.98,128.0,125.52,27.35,-1.31,2,18,5,2019
2019-05-03,128.9,127.36,129.43,127.25,24.91,2.13,3,18,5,2019
2019-05-06,128.15,126.39,128.56,126.11,24.24,-0.58,6,19,5,2019
2019-05-07,125.52,126.46,127.18,124.22,36.02,-2.05,7,19,5,2019
2019-05-08,125.51,125.44,126.37,124.75,28.42,-0.01,8,19,5,2019
2019-05-09,125.5,124.29,125.79,123.57,27.24,-0.01,9,19,5,2019
2019-05-10,127.13,124.91,127.93,123.82,30.92,1.3,10,19,5,2019
2019-05-13,123.35,124.11,125.55,123.04,33.94,-2.97,13,20,5,2019
2019-05-14,124.73,123.87,125.88,123.7,25.27,1.12,14,20,5,2019
2019-05-15,126.02,124.26,126.71,123.7,24.72,1.03,15,20,5,2019
2019-05-16,128.93,126.75,129.38,126.46,30.11,2.31,16,20,5,2019
2019-05-17,128.07,128.31,130.46,127.92,25.77,-0.67,17,20,5,2019
2019-05-20,126.22,126.52,127.59,125.76,23.71,-1.44,20,21,5,2019
2019-05-21,126.9,127.43,127.53,126.58,15.29,0.54,21,21,5,2019
2019-05-22,127.67,126.62,128.24,126.52,15.4,0.61,22,21,5,2019
2019-05-23,126.18,126.2,126.29,124.74,23.6,-1.17,23,21,5,2019
2019-05-24,126.24,126.91,127.42,125.97,14.12,0.05,24,21,5,2019
2019-05-28,126.16,126.98,128.0,126.05,23.13,-0.06,28,22,5,2019
2019-05-29,124.94,125.38,125.39,124.04,22.76,-0.97,29,22,5,2019
2019-05-30,125.73,125.26,125.76,124.78,16.83,0.63,30,22,5,2019
2019-05-31,123.68,124.23,124.61,123.32,26.65,-1.63,31,22,5,2019
2019-06-03,119.84,123.85,124.37,119.01,37.98,-3.1,3,23,6,2019
2019-06-04,123.16,121.28,123.28,120.65,29.38,2.77,4,23,6,2019
2019-06-05,125.83,124.95,125.87,124.21,24.93,2.17,5,23,6,2019
2019-06-06,127.82,126.44,127.97,125.6,21.46,1.58,6,23,6,2019
2019-06-07,131.4,129.19,132.25,128.26,33.89,2.8,7,23,6,2019
2019-06-10,132.6,132.4,134.08,132.0,26.48,0.91,10,24,6,2019
2019-06-11,132.1,133.88,134.24,131.28,23.91,-0.38,11,24,6,2019
2019-06-12,131.49,131.4,131.97,130.71,17.09,-0.46,12,24,6,2019
2019-06-13,132.32,131.98,132.67,131.56,17.2,0.63,13,24,6,2019
2019-06-14,132.45,132.26,133.79,131.64,17.82,0.1,14,24,6,2019
